X,Y
1980-07-20T00:00:00,280.3312719
1980-07-21T00:00:00,285.875145
1980-07-22T00:00:00,286.468539
1980-07-23T00:00:00,288.3432272
1980-07-24T00:00:00,285.0508476
1980-07-25T00:00:00,280.4288761
1980-07-26T00:00:00,279.7619235
1980-07-27T00:00:00,285.704566
1980-07-28T00:00:00,280.6132184
1980-07-29T00:00:00,284.5888105
1980-07-30T00:00:00,284.3813133
1980-07-31T00:00:00,285.7410276
1980-08-01T00:00:00,291.0716958
1980-08-02T00:00:00,284.3860676
1980-08-03T00:00:00,278.4481356
1980-08-04T00:00:00,282.9845813
1980-08-05T00:00:00,277.4424201
1980-08-06T00:00:00,283.6248233
1980-08-07T00:00:00,289.2726991
1980-08-08T00:00:00,286.8543126
1980-08-09T00:00:00,292.4143272
1980-08-10T00:00:00,286.4060221
1980-08-11T00:00:00,279.389535
1980-08-12T00:00:00,284.3349221
1980-08-13T00:00:00,282.4659017
1980-08-14T00:00:00,283.265375
1980-08-15T00:00:00,283.6464976
1980-08-16T00:00:00,287.0420301
1980-08-17T00:00:00,284.9836678
1980-08-18T00:00:00,289.6222614
1980-08-19T00:00:00,292.0682324
1980-08-20T00:00:00,292.2997315
1980-08-21T00:00:00,288.4977281
1980-08-22T00:00:00,292.3443234
1980-08-23T00:00:00,287.5896247
1980-08-24T00:00:00,284.9316604
1980-08-25T00:00:00,289.4451925
1980-08-26T00:00:00,284.5875395
1980-08-27T00:00:00,288.1654672
1980-08-28T00:00:00,291.2430612
1980-08-30T00:00:00,289.5557806
1980-08-31T00:00:00,290.1397892
1980-09-01T00:00:00,284.5039639
1980-09-02T00:00:00,289.3399425
1980-09-03T00:00:00,287.8820123
1980-09-04T00:00:00,287.2686478
1980-09-05T00:00:00,288.5557806
1980-09-06T00:00:00,284.2398519
1980-09-07T00:00:00,283.7546987
1980-09-08T00:00:00,289.1725093
1980-09-09T00:00:00,291.859059
1980-09-10T00:00:00,292.5728993
1980-09-11T00:00:00,292.410276
1980-09-12T00:00:00,284.3288412
1980-09-13T00:00:00,285.6211652
1980-09-14T00:00:00,292.5477774
1980-09-15T00:00:00,288.4486837
1980-09-16T00:00:00,295.693985
1980-09-18T00:00:00,291.5445403
1980-09-20T00:00:00,282.7957398
1980-09-21T00:00:00,287.798246
1980-09-22T00:00:00,285.8558775
1980-09-23T00:00:00,284.6373068
1980-09-25T00:00:00,287.8108924
1980-09-26T00:00:00,279.0325652
1980-09-27T00:00:00,281.4368039
1980-09-28T00:00:00,284.398273
1980-09-30T00:00:00,290.1075973
1980-10-01T00:00:00,287.9728127
1980-10-02T00:00:00,283.1289143
1980-10-03T00:00:00,282.5684627
1980-10-04T00:00:00,277.3563105
1980-10-05T00:00:00,284.5068355
1980-10-06T00:00:00,283.4586531
1980-10-07T00:00:00,281.1907162
1980-10-08T00:00:00,279.505227
1980-10-09T00:00:00,274.6021718
1980-10-10T00:00:00,276.6630126
1980-10-11T00:00:00,276.7947707
1980-10-12T00:00:00,278.545426
1980-10-13T00:00:00,275.121471
1980-10-14T00:00:00,279.7646839
1980-10-15T00:00:00,278.8346162
1980-10-16T00:00:00,277.0462085
1980-10-17T00:00:00,271.0818757
1980-10-18T00:00:00,274.379796
1980-10-19T00:00:00,272.4032617
1980-10-20T00:00:00,271.4785242
1980-10-21T00:00:00,269.1351977
1980-10-22T00:00:00,269.2213789
1980-10-23T00:00:00,276.1308803
1980-10-24T00:00:00,270.044298
1980-10-25T00:00:00,268.4905033
1980-10-26T00:00:00,267.2897105
1980-10-27T00:00:00,265.9635226
1980-10-28T00:00:00,264.6493494
1980-10-29T00:00:00,268.7282144
1980-10-30T00:00:00,268.3098001
1980-10-31T00:00:00,263.6783479
1980-11-01T00:00:00,265.351437
1980-11-02T00:00:00,266.7780452
1980-11-03T00:00:00,268.6047495
1980-11-04T00:00:00,266.0951536
1980-11-05T00:00:00,266.6874553
